"","sex","age","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","outcome","sex_indicator","financial"
"222","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"2"
"223","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"224","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"225","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"226","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"227","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"228","Boy","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"1"
"229","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"230","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"231","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"1"
"232","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",0,"2"
"233","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"234","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High","3",1,"2"
"235","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"236","Boy","21-25","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"1"
"237","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",1,"2"
"238","Girl","26-30","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"239","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","2G","3-6","No","Mobile","Moderate","2",0,"2"
"240","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"241","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"242","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"243","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"244","Girl","16-20","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"245","Girl","11-15","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"246","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"1"
"247","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Moderate","2",1,"2"
"248","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"249","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"250","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"251","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",1,"2"
"252","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"253","Boy","16-20","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"254","Boy","21-25","University","Government","No","No","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"255","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"1"
"256","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"257","Boy","16-20","College","Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"258","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"259","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"260","Boy","26-30","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",1,"3"
"261","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"262","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low","1",1,"2"
"263","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"264","Boy","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"1"
"265","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"266","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"1"
"267","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"268","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"269","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"270","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"271","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"272","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"273","Boy","11-15","School","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"274","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"275","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","2G","1-3","No","Mobile","Low","1",0,"2"
"276","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"277","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"278","Girl","21-25","University","Government","No","No","Low","Mid","Mobile Data","2G","1-3","No","Mobile","Low","1",0,"2"
"279","Boy","21-25","University","Non Government","No","No","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","Low","1",1,"1"
"280","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"281","Boy","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"282","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"283","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"284","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"285","Boy","21-25","University","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"286","Boy","21-25","College","Government","Yes","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"287","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"288","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"289","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"290","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"291","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"292","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"293","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"294","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate","2",0,"2"
"295","Girl","1-5","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","Yes","Mobile","Low","1",0,"3"
"296","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"297","Boy","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","High","3",1,"3"
"298","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"299","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"300","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"301","Boy","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",1,"3"
"302","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"303","Boy","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"304","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"305","Boy","21-25","University","Government","No","No","High","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"306","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Low","1",0,"2"
"307","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate","2",1,"2"
"308","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"309","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"310","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"311","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"312","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"313","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"1"
"314","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"315","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"316","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"317","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"318","Girl","21-25","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"319","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"320","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"321","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"322","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"323","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"324","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"325","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low","1",0,"2"
"326","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"327","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"328","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"329","Boy","21-25","University","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"330","Girl","21-25","College","Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"331","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"332","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low","1",1,"2"
"333","Girl","21-25","University","Non Government","No","Yes","High","Poor","Wifi","4G","3-6","No","Mobile","Low","1",0,"1"
"334","Girl","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"2"
"335","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"336","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"337","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"338","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"339","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"340","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"341","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"342","Girl","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"343","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"344","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"345","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low","1",0,"2"
"346","Boy","21-25","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"1"
"347","Girl","26-30","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"348","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"3"
"349","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"350","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"351","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"352","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"353","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"354","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"355","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"356","Boy","16-20","College","Government","Yes","No","Low","Rich","Wifi","4G","0","No","Mobile","Low","1",1,"3"
"357","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"358","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"359","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"360","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"361","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"362","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High","3",0,"1"
"363","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low","1",1,"2"
"364","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"365","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Low","1",1,"1"
"366","Boy","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",1,"3"
"367","Girl","16-20","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"368","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"369","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"2"
"370","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"371","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"372","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"373","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"374","Boy","26-30","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"375","Boy","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"376","Girl","6-10","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"377","Girl","11-15","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"378","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"379","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"380","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"381","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"382","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Moderate","2",1,"2"
"383","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"384","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"385","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"386","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"387","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"388","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"389","Boy","26-30","University","Non Government","Yes","Yes","High","Poor","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"1"
"390","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"391","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","High","3",0,"2"
"392","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"393","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"394","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"1"
"395","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Low","1",0,"2"
"396","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"397","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"398","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","Low","1",1,"3"
"399","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"400","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"401","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"402","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"403","Boy","26-30","University","Government","Yes","Yes","Low","Mid","Wifi","4G","0","No","Computer","Low","1",1,"2"
"404","Boy","16-20","College","Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"405","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"406","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"1"
"407","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Computer","High","3",1,"2"
"408","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"409","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"410","Boy","26-30","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",1,"3"
"411","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","Yes","Computer","High","3",1,"3"
"412","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"413","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"414","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"415","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"416","Boy","26-30","University","Government","Yes","Yes","Low","Mid","Wifi","4G","0","No","Computer","Low","1",1,"2"
"417","Boy","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"418","Boy","26-30","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"419","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"420","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"421","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"422","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"423","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"424","Girl","16-20","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"425","Boy","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"426","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"427","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"428","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Computer","High","3",1,"2"
"429","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low","1",1,"2"
"430","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"431","Boy","21-25","University","Government","No","No","High","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"432","Girl","26-30","University","Government","Yes","Yes","Low","Poor","Mobile Data","4G","0","No","Computer","Low","1",0,"1"
"433","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"434","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"435","Girl","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"2"
"436","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"437","Girl","26-30","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"438","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"439","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","1-3","No","Mobile","Low","1",1,"1"
"440","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"2"
"441","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"442","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"443","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
